durasi_manhour,id_work_center,id_proses,id_tipe_proses,id_kapasitas,id_kategori_produk,nama_workcenter,nama_proses,nama_tipeproses,ukuran_kapasitas,nama_kategoriproduk,created_at,updated_at
34,5,45,42,146,6,FINAL ASSEMBLY,ACCESSORIES PAD MOUNTED,ACCESSORIES PAD MOUNTED,13000,REPAIR,,
31,5,46,43,146,6,FINAL ASSEMBLY,ACCESSORIES POLE MOUNTED,ACCESSORIES POLE MOUNTED,13000,REPAIR,,
2,7,110,44,146,6,FINISHING,ACCESSORIES TRAFO,RAPID PRESSURE RISE RELAY,13000,REPAIR,,
2,7,110,45,146,6,FINISHING,ACCESSORIES TRAFO,WINDING THERMOMETER,13000,REPAIR,,
2,7,110,46,146,6,FINISHING,ACCESSORIES TRAFO,DGPT C/W CONTROL BOX,13000,REPAIR,,
2,7,110,47,146,6,FINISHING,ACCESSORIES TRAFO,MEMBRAN SEPERATOR,13000,REPAIR,,
2,7,110,48,146,6,FINISHING,ACCESSORIES TRAFO,DIAL THERMOMETER,13000,REPAIR,,
2,7,110,49,146,6,FINISHING,ACCESSORIES TRAFO,OIL THERMOMETER,13000,REPAIR,,
7,7,110,50,146,6,FINISHING,ACCESSORIES TRAFO,BUCCHOLZ RELAY,13000,REPAIR,,
1,7,110,51,146,6,FINISHING,ACCESSORIES TRAFO,ANTI VIBRATION,13000,REPAIR,,
28,7,110,52,146,6,FINISHING,ACCESSORIES TRAFO,OLTC,13000,REPAIR,,
1.5,7,110,53,146,6,FINISHING,ACCESSORIES TRAFO,MOLG,13000,REPAIR,,
0.5,7,110,54,146,6,FINISHING,ACCESSORIES TRAFO,PRD,13000,REPAIR,,
1,7,110,55,146,6,FINISHING,ACCESSORIES TRAFO,CONTROL VT,13000,REPAIR,,
1,7,110,56,146,6,FINISHING,ACCESSORIES TRAFO,DIFFERENTIAL VT,13000,REPAIR,,
21,7,110,57,146,6,FINISHING,ACCESSORIES TRAFO,FAN,13000,REPAIR,,
4,7,110,58,146,6,FINISHING,ACCESSORIES TRAFO,NGR,13000,REPAIR,,
1,7,110,59,146,6,FINISHING,ACCESSORIES TRAFO,ARRESTER,13000,REPAIR,,
4,7,110,60,146,6,FINISHING,ACCESSORIES TRAFO,HEATER,13000,REPAIR,,
1,7,110,61,146,6,FINISHING,ACCESSORIES TRAFO,PT-100,13000,REPAIR,,
5,7,111,185,146,6,FINISHING,CABLE BOX,HV / LV,13000,REPAIR,,
10,7,111,186,146,6,FINISHING,CABLE BOX,HV + LV,13000,REPAIR,,
5,7,16,37,146,6,FINISHING,WIRING,STANDARD,13000,REPAIR,,
20,7,16,38,146,6,FINISHING,WIRING,NON-STANDARD,13000,REPAIR,,
3,7,112,119,146,6,FINISHING,COPPER LINK,HV / LV (STANDARD),13000,REPAIR,,
6,7,112,120,146,6,FINISHING,COPPER LINK,HV + LV (STANDARD),13000,REPAIR,,
14,7,112,121,146,6,FINISHING,COPPER LINK,HV / LV (NON-STANDARD),13000,REPAIR,,
28,7,112,122,146,6,FINISHING,COPPER LINK,HV + LV (NON-STANDARD),13000,REPAIR,,
25,7,113,165,146,6,FINISHING,RADIATOR PANEL,BONGKAR,13000,REPAIR,,
30,7,113,166,146,6,FINISHING,RADIATOR PANEL,PASANG,13000,REPAIR,,
3,7,114,165,146,6,FINISHING,CONSERVATOR,BONGKAR,13000,REPAIR,,
3,7,114,166,146,6,FINISHING,CONSERVATOR,PASANG,13000,REPAIR,,
5,4,77,15,146,6,QC TEST,ROUTINE TEST,ROUTINE TEST,13000,REPAIR,,
12,4,78,74,146,6,QC TEST,LIGHTNING IMPULSE,LIGHTNING IMPULSE,13000,REPAIR,,
12,4,79,75,146,6,QC TEST,TEMPERATURE RISE,TEMPERATURE RISE,13000,REPAIR,,
1.5,4,80,76,146,6,QC TEST,TAN DELTA,TAN DELTA,13000,REPAIR,,
1.5,4,81,77,146,6,QC TEST,NOISE,NOISE,13000,REPAIR,,
2.5,4,82,78,146,6,QC TEST,SFRA,SFRA,13000,REPAIR,,
2.5,4,83,79,146,6,QC TEST,PD,PD,13000,REPAIR,,
0.33,4,84,80,146,6,QC TEST,DGA,DGA,13000,REPAIR,,
4,9,115,167,147,6,UNTANKING,ON COVER STANDARD,TYPE BOLTED BIASA,14000,REPAIR,,
6,9,115,168,147,6,UNTANKING,ON COVER STANDARD,TYPE BOLTED STAINLESS,14000,REPAIR,,
5,9,115,169,147,6,UNTANKING,ON COVER STANDARD,TYPE WELDED,14000,REPAIR,,
5,9,116,167,147,6,UNTANKING,SIDE WALL STANDARD                ,TYPE BOLTED BIASA,14000,REPAIR,,
6,9,116,168,147,6,UNTANKING,SIDE WALL STANDARD                ,TYPE BOLTED STAINLESS,14000,REPAIR,,
6,9,116,169,147,6,UNTANKING,SIDE WALL STANDARD                ,TYPE WELDED,14000,REPAIR,,
6,9,117,167,147,6,UNTANKING,SIDE WALL OLTC                 ,TYPE BOLTED BIASA,14000,REPAIR,,
7,9,117,168,147,6,UNTANKING,SIDE WALL OLTC                 ,TYPE BOLTED STAINLESS,14000,REPAIR,,
6,9,117,169,147,6,UNTANKING,SIDE WALL OLTC                 ,TYPE WELDED,14000,REPAIR,,
1.5,10,114,170,147,6,BONGKAR,CONSERVATOR,CONSERVATOR,14000,REPAIR,,
3.5,10,118,171,147,6,BONGKAR,CABLE BOX HV,CABLE BOX HV,14000,REPAIR,,
3.5,10,119,172,147,6,BONGKAR,CABLE BOX LV,CABLE BOX LV,14000,REPAIR,,
4,10,120,173,147,6,BONGKAR,CABLE BOX HV-LV,CABLE BOX HV-LV,14000,REPAIR,,
1.5,10,121,174,147,6,BONGKAR,RADIATOR,S/D 4 SUSUN,14000,REPAIR,,
3,10,121,175,147,6,BONGKAR,RADIATOR,S/D 8 SUSUN,14000,REPAIR,,
0.45,10,122,176,147,6,BONGKAR,ACCESSORIES / PROTEKSI,BUSHING HV,14000,REPAIR,,
1.5,10,122,177,147,6,BONGKAR,ACCESSORIES / PROTEKSI,BUSHING LV,14000,REPAIR,,
0.5,10,122,178,147,6,BONGKAR,ACCESSORIES / PROTEKSI,OIL LEVEL INDICATOR,14000,REPAIR,,
0.5,10,122,179,147,6,BONGKAR,ACCESSORIES / PROTEKSI,BUCHHOLZ RELAY,14000,REPAIR,,
0.5,10,122,180,147,6,BONGKAR,ACCESSORIES / PROTEKSI,PRESSURE RELIEF DEVICE,14000,REPAIR,,
0.5,10,122,45,147,6,BONGKAR,ACCESSORIES / PROTEKSI,WINDING THERMOMETER,14000,REPAIR,,
0.5,10,122,181,147,6,BONGKAR,ACCESSORIES / PROTEKSI,THERMOMETER,14000,REPAIR,,
2,10,122,52,147,6,BONGKAR,ACCESSORIES / PROTEKSI,OLTC,14000,REPAIR,,
1,10,122,182,147,6,BONGKAR,ACCESSORIES / PROTEKSI,MOTOR DRIVE,14000,REPAIR,,
4,10,123,183,147,6,BONGKAR,ANGKAT COIL,YOKE CORE ATAS,14000,REPAIR,,
14,10,123,184,147,6,BONGKAR,ANGKAT COIL,BONGKAR TOTAL,14000,REPAIR,,
0,10,123,134,147,6,BONGKAR,ANGKAT COIL,WOUND,14000,REPAIR,,
84,1,1,1,147,6,COIL MAKING,COIL LV,SHEET KONDUKTOR 1,14000,REPAIR,,
84,1,1,2,147,6,COIL MAKING,COIL LV,SHEET KONDUKTOR 2,14000,REPAIR,,
57,1,1,16,147,6,COIL MAKING,COIL LV,SHEET KONDUKTOR (2 SECTION),14000,REPAIR,,
57,1,1,3,147,6,COIL MAKING,COIL LV,FLAT CYLINDRICAL KONDUKTOR 1,14000,REPAIR,,
57,1,1,17,147,6,COIL MAKING,COIL LV,FLAT CYLINDRICAL KONDUKTOR 2,14000,REPAIR,,
82,1,1,18,147,6,COIL MAKING,COIL LV,FLAT CYLINDRICAL KONDUKTOR 3,14000,REPAIR,,
217,1,1,19,147,6,COIL MAKING,COIL LV,FLAT CYLINDRICAL KONDUKTOR 4,14000,REPAIR,,
212,1,1,20,147,6,COIL MAKING,COIL LV,FLAT HELICAL,14000,REPAIR,,
218,1,1,21,147,6,COIL MAKING,COIL LV,FLAT DISC KONDUKTOR 1,14000,REPAIR,,
218,1,1,22,147,6,COIL MAKING,COIL LV,FLAT DISC KONDUKTOR 2,14000,REPAIR,,
300,1,1,23,147,6,COIL MAKING,COIL LV,FLAT DISC KONDUKTOR 3,14000,REPAIR,,
242,1,1,24,147,6,COIL MAKING,COIL LV,FLAT DISC KONDUKTOR 4,14000,REPAIR,,
237,1,1,4,147,6,COIL MAKING,COIL LV,LEADWIRE (AL STRIP / RAIL COPPER),14000,REPAIR,,
243,1,1,25,147,6,COIL MAKING,COIL LV,GROUNDSHIELD,14000,REPAIR,,
243,1,1,26,147,6,COIL MAKING,COIL LV,TRANSPOSE,14000,REPAIR,,
0,1,2,1,147,6,COIL MAKING,COIL HV,SHEET KONDUKTOR 1,14000,REPAIR,,
0,1,2,2,147,6,COIL MAKING,COIL HV,SHEET KONDUKTOR 2,14000,REPAIR,,
0,1,2,5,147,6,COIL MAKING,COIL HV,ROUND CYLINDRICAL KONDUKTOR 1,14000,REPAIR,,
0,1,2,6,147,6,COIL MAKING,COIL HV,ROUND CYLINDRICAL KONDUKTOR 2,14000,REPAIR,,
0,1,2,3,147,6,COIL MAKING,COIL HV,FLAT CYLINDRICAL KONDUKTOR 1,14000,REPAIR,,
0,1,2,17,147,6,COIL MAKING,COIL HV,FLAT CYLINDRICAL KONDUKTOR 2,14000,REPAIR,,
0,1,2,18,147,6,COIL MAKING,COIL HV,FLAT CYLINDRICAL KONDUKTOR 3,14000,REPAIR,,
0,1,2,19,147,6,COIL MAKING,COIL HV,FLAT CYLINDRICAL KONDUKTOR 4,14000,REPAIR,,
0,1,2,27,147,6,COIL MAKING,COIL HV,2 SECTION,14000,REPAIR,,
0,1,2,28,147,6,COIL MAKING,COIL HV,4 SECTION,14000,REPAIR,,
0,1,2,29,147,6,COIL MAKING,COIL HV,FR OLTC,14000,REPAIR,,
0,1,2,21,147,6,COIL MAKING,COIL HV,FLAT DISC KONDUKTOR 1,14000,REPAIR,,
0,1,2,22,147,6,COIL MAKING,COIL HV,FLAT DISC KONDUKTOR 2,14000,REPAIR,,
0,1,2,23,147,6,COIL MAKING,COIL HV,FLAT DISC KONDUKTOR 3,14000,REPAIR,,
0,1,2,24,147,6,COIL MAKING,COIL HV,FLAT DISC KONDUKTOR 4,14000,REPAIR,,
321,1,2,26,147,6,COIL MAKING,COIL HV,TRANSPOSE,14000,REPAIR,,
253,1,2,7,147,6,COIL MAKING,COIL HV,PRESS COIL,14000,REPAIR,,
60,3,27,30,147,6,CORE COIL ASSEMBLY,WOUND-KOTAK,WOUND-KOTAK,14000,REPAIR,,
32,3,107,163,147,6,CORE COIL ASSEMBLY,STACKING SUSUN CORE YOKE ATAS,STACKING SUSUN CORE YOKE ATAS,14000,REPAIR,,
172,3,108T,164,147,6,CORE COIL ASSEMBLY,#N/A,STACKING SUSUN CORE TOTAL,14000,REPAIR,,
49,6,109,11,147,6,CONNECT,TYPE TAP CHANGER,OFF-LOAD,14000,REPAIR,,
310,6,109,32,147,6,CONNECT,TYPE TAP CHANGER,ON-LOAD,14000,REPAIR,,
40,6,109,33,147,6,CONNECT,TYPE TAP CHANGER,CHANGE OVER BOARD,14000,REPAIR,,
98,6,109,34,147,6,CONNECT,TYPE TAP CHANGER,DOUBLE TAP,14000,REPAIR,,
6,5,24,35,147,6,FINAL ASSEMBLY,HV CONNECTION,FLAT,14000,REPAIR,,
8,5,24,12,147,6,FINAL ASSEMBLY,HV CONNECTION,RAIL,14000,REPAIR,,
6,5,24,36,147,6,FINAL ASSEMBLY,HV CONNECTION,WIRE SOFT,14000,REPAIR,,
6,5,25,35,147,6,FINAL ASSEMBLY,LV CONNECTION,FLAT,14000,REPAIR,,
8,5,25,12,147,6,FINAL ASSEMBLY,LV CONNECTION,RAIL,14000,REPAIR,,
6,5,25,36,147,6,FINAL ASSEMBLY,LV CONNECTION,WIRE SOFT,14000,REPAIR,,
28,5,39,37,147,6,FINAL ASSEMBLY,STANDARD,STANDARD,14000,REPAIR,,
30,5,40,38,147,6,FINAL ASSEMBLY,NON-STANDARD,NON-STANDARD,14000,REPAIR,,
,5,41,14,147,6,FINAL ASSEMBLY,PENGISIAN OLI,PENGISIAN OLI,14000,REPAIR,,
7,5,42,39,147,6,FINAL ASSEMBLY,RADIATOR VALVE,RADIATOR VALVE,14000,REPAIR,,
8,5,43,40,147,6,FINAL ASSEMBLY,SIDEWALL,SIDEWALL,14000,REPAIR,,
2,5,44,41,147,6,FINAL ASSEMBLY,TAP CHANGER ROTARY,TAP CHANGER ROTARY,14000,REPAIR,,
34,5,45,42,147,6,FINAL ASSEMBLY,ACCESSORIES PAD MOUNTED,ACCESSORIES PAD MOUNTED,14000,REPAIR,,
31,5,46,43,147,6,FINAL ASSEMBLY,ACCESSORIES POLE MOUNTED,ACCESSORIES POLE MOUNTED,14000,REPAIR,,
2,7,110,44,147,6,FINISHING,ACCESSORIES TRAFO,RAPID PRESSURE RISE RELAY,14000,REPAIR,,
2,7,110,45,147,6,FINISHING,ACCESSORIES TRAFO,WINDING THERMOMETER,14000,REPAIR,,
2,7,110,46,147,6,FINISHING,ACCESSORIES TRAFO,DGPT C/W CONTROL BOX,14000,REPAIR,,
2,7,110,47,147,6,FINISHING,ACCESSORIES TRAFO,MEMBRAN SEPERATOR,14000,REPAIR,,
2,7,110,48,147,6,FINISHING,ACCESSORIES TRAFO,DIAL THERMOMETER,14000,REPAIR,,
2,7,110,49,147,6,FINISHING,ACCESSORIES TRAFO,OIL THERMOMETER,14000,REPAIR,,
7,7,110,50,147,6,FINISHING,ACCESSORIES TRAFO,BUCCHOLZ RELAY,14000,REPAIR,,
1,7,110,51,147,6,FINISHING,ACCESSORIES TRAFO,ANTI VIBRATION,14000,REPAIR,,
28,7,110,52,147,6,FINISHING,ACCESSORIES TRAFO,OLTC,14000,REPAIR,,
1.5,7,110,53,147,6,FINISHING,ACCESSORIES TRAFO,MOLG,14000,REPAIR,,
0.5,7,110,54,147,6,FINISHING,ACCESSORIES TRAFO,PRD,14000,REPAIR,,
1,7,110,55,147,6,FINISHING,ACCESSORIES TRAFO,CONTROL VT,14000,REPAIR,,
1,7,110,56,147,6,FINISHING,ACCESSORIES TRAFO,DIFFERENTIAL VT,14000,REPAIR,,
21,7,110,57,147,6,FINISHING,ACCESSORIES TRAFO,FAN,14000,REPAIR,,
4,7,110,58,147,6,FINISHING,ACCESSORIES TRAFO,NGR,14000,REPAIR,,
1,7,110,59,147,6,FINISHING,ACCESSORIES TRAFO,ARRESTER,14000,REPAIR,,
4,7,110,60,147,6,FINISHING,ACCESSORIES TRAFO,HEATER,14000,REPAIR,,
1,7,110,61,147,6,FINISHING,ACCESSORIES TRAFO,PT-100,14000,REPAIR,,
5,7,111,185,147,6,FINISHING,CABLE BOX,HV / LV,14000,REPAIR,,
10,7,111,186,147,6,FINISHING,CABLE BOX,HV + LV,14000,REPAIR,,
5,7,16,37,147,6,FINISHING,WIRING,STANDARD,14000,REPAIR,,
20,7,16,38,147,6,FINISHING,WIRING,NON-STANDARD,14000,REPAIR,,
3,7,112,119,147,6,FINISHING,COPPER LINK,HV / LV (STANDARD),14000,REPAIR,,
6,7,112,120,147,6,FINISHING,COPPER LINK,HV + LV (STANDARD),14000,REPAIR,,
14,7,112,121,147,6,FINISHING,COPPER LINK,HV / LV (NON-STANDARD),14000,REPAIR,,
28,7,112,122,147,6,FINISHING,COPPER LINK,HV + LV (NON-STANDARD),14000,REPAIR,,
25,7,113,165,147,6,FINISHING,RADIATOR PANEL,BONGKAR,14000,REPAIR,,
30,7,113,166,147,6,FINISHING,RADIATOR PANEL,PASANG,14000,REPAIR,,
3,7,114,165,147,6,FINISHING,CONSERVATOR,BONGKAR,14000,REPAIR,,
3,7,114,166,147,6,FINISHING,CONSERVATOR,PASANG,14000,REPAIR,,
5,4,77,15,147,6,QC TEST,ROUTINE TEST,ROUTINE TEST,14000,REPAIR,,
12,4,78,74,147,6,QC TEST,LIGHTNING IMPULSE,LIGHTNING IMPULSE,14000,REPAIR,,
12,4,79,75,147,6,QC TEST,TEMPERATURE RISE,TEMPERATURE RISE,14000,REPAIR,,
1.5,4,80,76,147,6,QC TEST,TAN DELTA,TAN DELTA,14000,REPAIR,,
1.5,4,81,77,147,6,QC TEST,NOISE,NOISE,14000,REPAIR,,
2.5,4,82,78,147,6,QC TEST,SFRA,SFRA,14000,REPAIR,,
2.5,4,83,79,147,6,QC TEST,PD,PD,14000,REPAIR,,
0.33,4,84,80,147,6,QC TEST,DGA,DGA,14000,REPAIR,,
4,9,115,167,148,6,UNTANKING,ON COVER STANDARD,TYPE BOLTED BIASA,15000,REPAIR,,
6,9,115,168,148,6,UNTANKING,ON COVER STANDARD,TYPE BOLTED STAINLESS,15000,REPAIR,,
5,9,115,169,148,6,UNTANKING,ON COVER STANDARD,TYPE WELDED,15000,REPAIR,,
5,9,116,167,148,6,UNTANKING,SIDE WALL STANDARD                ,TYPE BOLTED BIASA,15000,REPAIR,,
6,9,116,168,148,6,UNTANKING,SIDE WALL STANDARD                ,TYPE BOLTED STAINLESS,15000,REPAIR,,
6,9,116,169,148,6,UNTANKING,SIDE WALL STANDARD                ,TYPE WELDED,15000,REPAIR,,
6,9,117,167,148,6,UNTANKING,SIDE WALL OLTC                 ,TYPE BOLTED BIASA,15000,REPAIR,,
7,9,117,168,148,6,UNTANKING,SIDE WALL OLTC                 ,TYPE BOLTED STAINLESS,15000,REPAIR,,
6,9,117,169,148,6,UNTANKING,SIDE WALL OLTC                 ,TYPE WELDED,15000,REPAIR,,
1.5,10,114,170,148,6,BONGKAR,CONSERVATOR,CONSERVATOR,15000,REPAIR,,
3.5,10,118,171,148,6,BONGKAR,CABLE BOX HV,CABLE BOX HV,15000,REPAIR,,
3.5,10,119,172,148,6,BONGKAR,CABLE BOX LV,CABLE BOX LV,15000,REPAIR,,
4,10,120,173,148,6,BONGKAR,CABLE BOX HV-LV,CABLE BOX HV-LV,15000,REPAIR,,
1.5,10,121,174,148,6,BONGKAR,RADIATOR,S/D 4 SUSUN,15000,REPAIR,,
3,10,121,175,148,6,BONGKAR,RADIATOR,S/D 8 SUSUN,15000,REPAIR,,
0.45,10,122,176,148,6,BONGKAR,ACCESSORIES / PROTEKSI,BUSHING HV,15000,REPAIR,,
1.5,10,122,177,148,6,BONGKAR,ACCESSORIES / PROTEKSI,BUSHING LV,15000,REPAIR,,
0.5,10,122,178,148,6,BONGKAR,ACCESSORIES / PROTEKSI,OIL LEVEL INDICATOR,15000,REPAIR,,
0.5,10,122,179,148,6,BONGKAR,ACCESSORIES / PROTEKSI,BUCHHOLZ RELAY,15000,REPAIR,,
0.5,10,122,180,148,6,BONGKAR,ACCESSORIES / PROTEKSI,PRESSURE RELIEF DEVICE,15000,REPAIR,,
0.5,10,122,45,148,6,BONGKAR,ACCESSORIES / PROTEKSI,WINDING THERMOMETER,15000,REPAIR,,
0.5,10,122,181,148,6,BONGKAR,ACCESSORIES / PROTEKSI,THERMOMETER,15000,REPAIR,,
2,10,122,52,148,6,BONGKAR,ACCESSORIES / PROTEKSI,OLTC,15000,REPAIR,,
1,10,122,182,148,6,BONGKAR,ACCESSORIES / PROTEKSI,MOTOR DRIVE,15000,REPAIR,,
4,10,123,183,148,6,BONGKAR,ANGKAT COIL,YOKE CORE ATAS,15000,REPAIR,,
14,10,123,184,148,6,BONGKAR,ANGKAT COIL,BONGKAR TOTAL,15000,REPAIR,,
0,10,123,134,148,6,BONGKAR,ANGKAT COIL,WOUND,15000,REPAIR,,
84,1,1,1,148,6,COIL MAKING,COIL LV,SHEET KONDUKTOR 1,15000,REPAIR,,
84,1,1,2,148,6,COIL MAKING,COIL LV,SHEET KONDUKTOR 2,15000,REPAIR,,
89,1,1,16,148,6,COIL MAKING,COIL LV,SHEET KONDUKTOR (2 SECTION),15000,REPAIR,,
89,1,1,3,148,6,COIL MAKING,COIL LV,FLAT CYLINDRICAL KONDUKTOR 1,15000,REPAIR,,
57,1,1,17,148,6,COIL MAKING,COIL LV,FLAT CYLINDRICAL KONDUKTOR 2,15000,REPAIR,,
114,1,1,18,148,6,COIL MAKING,COIL LV,FLAT CYLINDRICAL KONDUKTOR 3,15000,REPAIR,,
228,1,1,19,148,6,COIL MAKING,COIL LV,FLAT CYLINDRICAL KONDUKTOR 4,15000,REPAIR,,
226,1,1,20,148,6,COIL MAKING,COIL LV,FLAT HELICAL,15000,REPAIR,,
293,1,1,21,148,6,COIL MAKING,COIL LV,FLAT DISC KONDUKTOR 1,15000,REPAIR,,
293,1,1,22,148,6,COIL MAKING,COIL LV,FLAT DISC KONDUKTOR 2,15000,REPAIR,,
325,1,1,23,148,6,COIL MAKING,COIL LV,FLAT DISC KONDUKTOR 3,15000,REPAIR,,
253,1,1,24,148,6,COIL MAKING,COIL LV,FLAT DISC KONDUKTOR 4,15000,REPAIR,,
251,1,1,4,148,6,COIL MAKING,COIL LV,LEADWIRE (AL STRIP / RAIL COPPER),15000,REPAIR,,
318,1,1,25,148,6,COIL MAKING,COIL LV,GROUNDSHIELD,15000,REPAIR,,
318,1,1,26,148,6,COIL MAKING,COIL LV,TRANSPOSE,15000,REPAIR,,
0,1,2,1,148,6,COIL MAKING,COIL HV,SHEET KONDUKTOR 1,15000,REPAIR,,
0,1,2,2,148,6,COIL MAKING,COIL HV,SHEET KONDUKTOR 2,15000,REPAIR,,
0,1,2,5,148,6,COIL MAKING,COIL HV,ROUND CYLINDRICAL KONDUKTOR 1,15000,REPAIR,,
0,1,2,6,148,6,COIL MAKING,COIL HV,ROUND CYLINDRICAL KONDUKTOR 2,15000,REPAIR,,
0,1,2,3,148,6,COIL MAKING,COIL HV,FLAT CYLINDRICAL KONDUKTOR 1,15000,REPAIR,,
0,1,2,17,148,6,COIL MAKING,COIL HV,FLAT CYLINDRICAL KONDUKTOR 2,15000,REPAIR,,
0,1,2,18,148,6,COIL MAKING,COIL HV,FLAT CYLINDRICAL KONDUKTOR 3,15000,REPAIR,,
0,1,2,19,148,6,COIL MAKING,COIL HV,FLAT CYLINDRICAL KONDUKTOR 4,15000,REPAIR,,
0,1,2,27,148,6,COIL MAKING,COIL HV,2 SECTION,15000,REPAIR,,
0,1,2,28,148,6,COIL MAKING,COIL HV,4 SECTION,15000,REPAIR,,
0,1,2,29,148,6,COIL MAKING,COIL HV,FR OLTC,15000,REPAIR,,
0,1,2,21,148,6,COIL MAKING,COIL HV,FLAT DISC KONDUKTOR 1,15000,REPAIR,,
0,1,2,22,148,6,COIL MAKING,COIL HV,FLAT DISC KONDUKTOR 2,15000,REPAIR,,
0,1,2,23,148,6,COIL MAKING,COIL HV,FLAT DISC KONDUKTOR 3,15000,REPAIR,,
0,1,2,24,148,6,COIL MAKING,COIL HV,FLAT DISC KONDUKTOR 4,15000,REPAIR,,
346,1,2,26,148,6,COIL MAKING,COIL HV,TRANSPOSE,15000,REPAIR,,
328,1,2,7,148,6,COIL MAKING,COIL HV,PRESS COIL,15000,REPAIR,,
60,3,27,30,148,6,CORE COIL ASSEMBLY,WOUND-KOTAK,WOUND-KOTAK,15000,REPAIR,,
32,3,107,163,148,6,CORE COIL ASSEMBLY,STACKING SUSUN CORE YOKE ATAS,STACKING SUSUN CORE YOKE ATAS,15000,REPAIR,,
172,3,108T,164,148,6,CORE COIL ASSEMBLY,#N/A,STACKING SUSUN CORE TOTAL,15000,REPAIR,,
49,6,109,11,148,6,CONNECT,TYPE TAP CHANGER,OFF-LOAD,15000,REPAIR,,
310,6,109,32,148,6,CONNECT,TYPE TAP CHANGER,ON-LOAD,15000,REPAIR,,
40,6,109,33,148,6,CONNECT,TYPE TAP CHANGER,CHANGE OVER BOARD,15000,REPAIR,,
98,6,109,34,148,6,CONNECT,TYPE TAP CHANGER,DOUBLE TAP,15000,REPAIR,,
6,5,24,35,148,6,FINAL ASSEMBLY,HV CONNECTION,FLAT,15000,REPAIR,,
10,5,24,12,148,6,FINAL ASSEMBLY,HV CONNECTION,RAIL,15000,REPAIR,,
6,5,24,36,148,6,FINAL ASSEMBLY,HV CONNECTION,WIRE SOFT,15000,REPAIR,,
6,5,25,35,148,6,FINAL ASSEMBLY,LV CONNECTION,FLAT,15000,REPAIR,,
10,5,25,12,148,6,FINAL ASSEMBLY,LV CONNECTION,RAIL,15000,REPAIR,,
6,5,25,36,148,6,FINAL ASSEMBLY,LV CONNECTION,WIRE SOFT,15000,REPAIR,,
28,5,39,37,148,6,FINAL ASSEMBLY,STANDARD,STANDARD,15000,REPAIR,,
30,5,40,38,148,6,FINAL ASSEMBLY,NON-STANDARD,NON-STANDARD,15000,REPAIR,,
,5,41,14,148,6,FINAL ASSEMBLY,PENGISIAN OLI,PENGISIAN OLI,15000,REPAIR,,
7,5,42,39,148,6,FINAL ASSEMBLY,RADIATOR VALVE,RADIATOR VALVE,15000,REPAIR,,
8,5,43,40,148,6,FINAL ASSEMBLY,SIDEWALL,SIDEWALL,15000,REPAIR,,
2,5,44,41,148,6,FINAL ASSEMBLY,TAP CHANGER ROTARY,TAP CHANGER ROTARY,15000,REPAIR,,
34,5,45,42,148,6,FINAL ASSEMBLY,ACCESSORIES PAD MOUNTED,ACCESSORIES PAD MOUNTED,15000,REPAIR,,
31,5,46,43,148,6,FINAL ASSEMBLY,ACCESSORIES POLE MOUNTED,ACCESSORIES POLE MOUNTED,15000,REPAIR,,
2,7,110,44,148,6,FINISHING,ACCESSORIES TRAFO,RAPID PRESSURE RISE RELAY,15000,REPAIR,,
2,7,110,45,148,6,FINISHING,ACCESSORIES TRAFO,WINDING THERMOMETER,15000,REPAIR,,
2,7,110,46,148,6,FINISHING,ACCESSORIES TRAFO,DGPT C/W CONTROL BOX,15000,REPAIR,,
2,7,110,47,148,6,FINISHING,ACCESSORIES TRAFO,MEMBRAN SEPERATOR,15000,REPAIR,,
2,7,110,48,148,6,FINISHING,ACCESSORIES TRAFO,DIAL THERMOMETER,15000,REPAIR,,
2,7,110,49,148,6,FINISHING,ACCESSORIES TRAFO,OIL THERMOMETER,15000,REPAIR,,
7,7,110,50,148,6,FINISHING,ACCESSORIES TRAFO,BUCCHOLZ RELAY,15000,REPAIR,,
1,7,110,51,148,6,FINISHING,ACCESSORIES TRAFO,ANTI VIBRATION,15000,REPAIR,,
28,7,110,52,148,6,FINISHING,ACCESSORIES TRAFO,OLTC,15000,REPAIR,,
1.5,7,110,53,148,6,FINISHING,ACCESSORIES TRAFO,MOLG,15000,REPAIR,,
0.5,7,110,54,148,6,FINISHING,ACCESSORIES TRAFO,PRD,15000,REPAIR,,
1,7,110,55,148,6,FINISHING,ACCESSORIES TRAFO,CONTROL VT,15000,REPAIR,,
1,7,110,56,148,6,FINISHING,ACCESSORIES TRAFO,DIFFERENTIAL VT,15000,REPAIR,,
21,7,110,57,148,6,FINISHING,ACCESSORIES TRAFO,FAN,15000,REPAIR,,
4,7,110,58,148,6,FINISHING,ACCESSORIES TRAFO,NGR,15000,REPAIR,,
1,7,110,59,148,6,FINISHING,ACCESSORIES TRAFO,ARRESTER,15000,REPAIR,,
4,7,110,60,148,6,FINISHING,ACCESSORIES TRAFO,HEATER,15000,REPAIR,,
1,7,110,61,148,6,FINISHING,ACCESSORIES TRAFO,PT-100,15000,REPAIR,,
5,7,111,185,148,6,FINISHING,CABLE BOX,HV / LV,15000,REPAIR,,
10,7,111,186,148,6,FINISHING,CABLE BOX,HV + LV,15000,REPAIR,,
5,7,16,37,148,6,FINISHING,WIRING,STANDARD,15000,REPAIR,,
20,7,16,38,148,6,FINISHING,WIRING,NON-STANDARD,15000,REPAIR,,
